apn,address,base_zoning,lot_size_sqft,zip_code,original_score,calibrated_score,score_improvement,original_tier,calibrated_tier,toc_tier,toc_bonus_points,toc_station,distance_to_transit,final_use_case,investment_grade
6050011030,859 E 95TH ST,R1,4849.1,90002.0,30.12,29.1,-1.0199999999999996,D,D,0.0,0.0,North Hollywood,39541.0,Hold/Income Property,False
2627022003,13141 W TONOPAH ST,R1,6018.6,91331.0,31.77,30.27,-1.5,D,D,0.0,0.0,Hollywood/Vine,6711.0,Hold/Income Property,False
6022027019,7806 1/2 S CROCKER ST,RD1.5,6137.4,90003.0,43.12,40.89,-2.229999999999997,D,D,0.0,0.0,,,Hold/Income Property,False
4405037027,244 S MEDIO DR,R1,7515.3,90049.0,32.93,30.59,-2.34,D,D,0.0,0.0,North Hollywood,51657.0,Hold/Income Property,False
2531034029,11804 W JOUETT ST,()R1,6138.1,91342.0,30.17,32.14,1.9699999999999989,D,D,0.0,0.0,Sierra Madre Villa,38370.0,Hold/Income Property,False
5015027007,4638 S ARLINGTON AVE,R2,6044.8,90043.0,35.31,37.94,2.6299999999999955,D,D,,,,,Hold/Income Property,False
2135036026,20156 W BASSETT ST,RS,7751.5,91306.0,32.93,31.05,-1.879999999999999,D,D,0.0,0.0,,,Hold/Income Property,False
2209002015,15223 W BURTON ST,R1,6557.5,91402.0,32.45,30.81,-1.6400000000000041,D,D,0.0,0.0,Sierra Madre Villa,47449.0,Hold/Income Property,False
2384006011,12814 W HALKIRK ST,R1,7499.9,91604.0,33.42,36.08,2.6599999999999966,D,D,2.0,8.0,Montecito Heights,1956.0,Hold/Income Property,False
2638017017,8519 N STANSBURY AVE,R1,5298.8,91402.0,30.87,29.55,-1.3200000000000003,D,D,0.0,0.0,Expo/Bundy,11197.0,Hold/Income Property,False
2184059003,4904 N AVENIDA ORIENTE,RA,22208.7,91356.0,37.7,34.24,-3.460000000000001,D,D,,,,,Hold/Income Property,False
2822024009,11734 N SEMINOLE CIR,RE11,14207.6,91326.0,34.8,33.18,-1.6199999999999974,D,D,,,,,Hold/Income Property,False
4327017003,10332 W EASTBORNE AVE,R1V3,8040.4,90024.0,33.87,31.94,-1.9299999999999962,D,D,0.0,0.0,,,Hold/Income Property,False
5419020003,1926 W SCOTT AVE,C2,3383.9,90026.0,43.46,50.38,6.920000000000002,D,C,,,,,Commercial Development,False
5453006035,2646 E THORPE AVE,R1,4000.0,90065.0,28.0,28.25,0.25,D,D,0.0,0.0,Expo/Bundy,15226.0,Hold/Income Property,False
2266022020,4118 N DAVANA ROAD,R1,12490.9,91423.0,36.12,34.25,-1.8699999999999974,D,D,,,,,Hold/Income Property,False
5092015036,886 S NORTON AVE,R2,7814.9,90005.0,37.18,39.44,2.259999999999998,D,D,,,,,Hold/Income Property,False
2607009002,17434 W MAYFLOWER DR,RA,17723.3,91344.0,34.63,33.34,-1.2899999999999991,D,D,0.0,0.0,Sierra Madre Villa,41186.0,Hold/Income Property,False
2375001079,13255 W BLOOMFIELD ST,R1,7895.8,91423.0,33.75,31.85,-1.8999999999999986,D,D,0.0,0.0,Sierra Madre Villa,33782.0,Hold/Income Property,False
2733021003,10527 N ANDASOL AVE,R1,6749.5,91344.0,32.69,31.0,-1.6899999999999977,D,D,0.0,0.0,North Hollywood,46436.0,Hold/Income Property,False
6119017016,566 W 149TH ST,R1,5204.8,90248.0,30.76,29.45,-1.3100000000000023,D,D,,,,,Hold/Income Property,False
7470022002,1466 W SILVIUS AVE,R1,6147.9,90731.0,31.93,30.4,-1.5300000000000011,D,D,,,,,Hold/Income Property,False
2701077008,11689 N CETONA WAY,RE,6510.2,91326.0,30.64,29.01,-1.629999999999999,D,D,,,,,Hold/Income Property,False
5589030032,4763 W HOLLYWOOD BLVD,C2,9076.3,90027.0,50.73,52.88,2.1500000000000057,C,C,,,,,Commercial Development,False
5170019003,2767 E OLYMPIC BLVD,C2,6500.1,90023.0,48.38,51.0,2.6199999999999974,D,C,,,,,Commercial Development,False
2547024011,10633 N VANORA DR,R1,8004.0,91040.0,33.84,31.92,-1.9200000000000017,D,D,0.0,0.0,Hollywood/Western,12303.0,Hold/Income Property,False
2680023016,16452 W SAN FERNANDO MISSION BLVD,RS,7502.7,91344.0,32.72,30.89,-1.8299999999999983,D,D,0.0,0.0,Sierra Madre Villa,39078.0,Hold/Income Property,False
2172019041,4205 N ELZEVIR ROAD,R1,4275.0,91364.0,28.69,28.52,-0.1700000000000017,D,D,0.0,0.0,Sierra Madre Villa,35475.0,Hold/Income Property,False
5088019003,961 S CARMEL WAY,R3,6032.3,90048.0,42.54,41.53,-1.009999999999998,D,D,0.0,0.0,Hollywood/Western,15151.0,Multi-Family Development,False
6015009028,1447 W 66TH ST,R1,4003.3,90047.0,28.01,28.25,0.23999999999999844,D,D,0.0,0.0,Downtown Santa Monica,15237.0,Hold/Income Property,False
4318009018,10560 W ESTHER AVE,R1,7602.0,90064.0,33.5,31.65,-1.8500000000000014,D,D,,,,,Hold/Income Property,False
5431023016,3056 W LANDA ST,R1,7506.4,90039.0,33.42,31.59,-1.8300000000000018,D,D,0.0,0.0,San Pedro Street,5732.0,Hold/Income Property,False
7470022032,1335 W 35TH ST,R1,6250.8,90731.0,32.06,30.5,-1.5600000000000023,D,D,0.0,0.0,Expo/La Cienega,4540.0,Hold/Income Property,False
4237006044,610 E VICTORIA AVE,R2,4000.8,90291.0,31.0,33.5,2.5,D,D,,,,,Hold/Income Property,False
5685022002,2054 W ESCARPA DR,R1,2929.5,90041.0,25.38,27.18,1.8000000000000007,D,D,,,,,Hold/Income Property,False
5540012003,4884 W FOUNTAIN AVE,C4,2513.6,90029.0,42.44,50.51,8.07,D,C,,,,,Commercial Development,False
5716014027,1001 N RUTLAND AVE,R1,6303.9,90042.0,32.13,30.55,-1.5800000000000018,D,D,,,,,Hold/Income Property,False
2620002016,10706 N ILEX AVE,R1,7124.6,91331.0,33.1,31.33,-1.7700000000000031,D,D,,,,,Hold/Income Property,False
4251024023,3440 S GREENFIELD AVE,R1,6186.0,90034.0,31.98,33.44,1.4599999999999973,D,D,1.0,5.0,Washington/Crenshaw,2499.0,Hold/Income Property,False
6083009029,251 E 116TH PL,R2,3988.0,90061.0,31.47,33.49,2.020000000000003,D,D,,,,,Hold/Income Property,False
4242028015,2243 S GLYNDON AVE,R1V2,5850.3,90291.0,31.56,30.1,-1.4599999999999973,D,D,0.0,0.0,North Hollywood,40355.0,Hold/Income Property,False
2284010025,4451 N HAYVENHURST AVE,RE15,29443.9,91436.0,38.75,35.8,-2.950000000000003,D,D,,,,,Hold/Income Property,False
2153030004,6025 N CALVIN AVE,RA,26934.3,91356.0,37.7,39.43,1.7299999999999969,D,D,2.0,8.0,Expo Park/USC,2451.0,Hold/Income Property,False
5460016017,3561 N THE PASEO,R1,9182.6,90065.0,34.82,32.71,-2.1099999999999994,D,D,0.0,0.0,Firestone,5103.0,Hold/Income Property,False
5432020007,2335 N KENILWORTH AVE,R1,8781.6,90039.0,34.48,32.44,-2.039999999999999,D,D,,,,,Hold/Income Property,False
2129018034,19101 W ARCHWOOD ST,R1,6188.4,91335.0,31.99,30.44,-1.5499999999999972,D,D,,,,,Hold/Income Property,False
2178023019,19501 W GREENBRIAR DR,RA,16181.1,91356.0,34.25,33.04,-1.2100000000000009,D,D,,,,,Hold/Income Property,False
2122010019,6917 N HESPERIA AVE,R1,6498.9,91335.0,32.37,30.75,-1.6199999999999974,D,D,0.0,0.0,Sierra Madre Villa,40438.0,Hold/Income Property,False
4412007022,747 N VIA DE LA PAZ,R1H1,8300.1,90272.0,33.58,31.12,-2.4599999999999973,D,D,,,,,Hold/Income Property,False
2322003936,6738 N BELLINGHAM AVE,R1,6457.7,91606.0,32.32,30.71,-1.6099999999999994,D,D,0.0,0.0,North Hollywood,26421.0,Hold/Income Property,False
2166022008,20445 W WELLS DR,RA,16829.7,91364.0,34.41,33.17,-1.2399999999999949,D,D,,,,,Hold/Income Property,False
2423030050,10658 W CHIQUITA ST,R1,5028.2,91602.0,30.04,28.28,-1.759999999999998,D,D,,,,,Hold/Income Property,False
6017018016,1939 W 77TH ST,R1,6700.4,90047.0,32.63,30.95,-1.6800000000000033,D,D,0.0,0.0,Hollywood/Western,5652.0,Hold/Income Property,False
2384001011,3908 N FAIRWAY AVE,R1,12382.7,91604.0,36.1,34.2,-1.8999999999999986,D,D,,,,,Hold/Income Property,False
2137006011,6930 N COZYCROFT AVE,RS,7760.5,91306.0,32.93,31.06,-1.870000000000001,D,D,,,,,Hold/Income Property,False
2177036021,4001 N CLARINDA DR,RA,74646.0,91356.0,37.7,39.8,2.0999999999999943,D,D,0.0,0.0,Highland Park,18046.0,Hold/Income Property,False
4264004005,553 S MORENO AVE,RE15,27026.7,90049.0,38.75,37.14,-1.6099999999999994,D,D,,,,,Hold/Income Property,False
2176024006,4610 N ARRIBA DR,RE11,13018.7,91356.0,34.5,32.71,-1.7899999999999991,D,D,0.0,0.0,Sierra Madre Villa,46969.0,Hold/Income Property,False
6048012031,1505 E 103RD ST,C4,22392.2,90002.0,59.75,62.98,3.229999999999997,C,C,,,,,Mixed-Use Development,False
6041015005,8709 1/2 S SAN PEDRO ST,C2,2523.4,90003.0,40.71,48.52,7.810000000000002,D,D,0.0,0.0,Downtown Santa Monica,30859.0,Commercial Development,False
4377041051,11727 W FOLKSTONE LANE,()RD6,5944.8,90077.0,29.43,30.94,1.5100000000000016,D,D,,,,,Hold/Income Property,False
2301001040,13422 W ROSCOE BLVD,RS,7507.6,91402.0,32.72,30.89,-1.8299999999999983,D,D,,,,,Hold/Income Property,False
2014032046,7731 N JUSTIN CT,RS,10642.8,91304.0,34.96,32.81,-2.1499999999999986,D,D,0.0,0.0,Expo/Bundy,14488.0,Hold/Income Property,False
6032018050,633 W 85TH ST,R3,6303.2,90044.0,44.38,42.8,-1.5800000000000054,D,D,,,,,Multi-Family Development,False
2230006023,16943 W SCHOOLCRAFT ST,R1,6419.7,91406.0,32.27,30.67,-1.6000000000000014,D,D,0.0,0.0,,,Hold/Income Property,False
5523015032,561 N LUCERNE BLVD,R1R3,7005.0,90004.0,33.0,31.25,-1.75,D,D,,,,,Hold/Income Property,False
4264019027,1129 S CARMELINA AVE,RE9,8993.4,90049.0,32.91,30.83,-2.0799999999999983,D,D,0.0,0.0,Sierra Madre Villa,46574.0,Hold/Income Property,False
5178024028,427 N CONCORD ST,R2,4637.1,90063.0,33.09,34.14,1.0499999999999972,D,D,0.0,0.0,Long Beach,43125.0,Hold/Income Property,False
6084033020,11722 S BELHAVEN ST,R1R3,6602.8,90059.0,32.5,30.85,-1.6499999999999986,D,D,0.0,0.0,Vernon,7949.0,Hold/Income Property,False
5206006016,2676 N WORKMAN ST,RD1.5,7495.0,90031.0,44.61,42.08,-2.530000000000001,D,D,,,,,Hold/Income Property,False
2601050065,12460 N JESSICA PL,RE11,13183.9,91344.0,34.55,32.77,-1.779999999999994,D,D,0.0,0.0,Grand/LATTC,6565.0,Hold/Income Property,False
5089021017,841 S CLOVERDALE AVE,R1,6695.8,90036.0,32.62,30.95,-1.6699999999999982,D,D,0.0,0.0,Expo/Crenshaw,6518.0,Hold/Income Property,False
5016034001,5015 S DALTON AVE,R2,5251.6,90062.0,34.31,34.75,0.4399999999999977,D,D,0.0,0.0,Southwest Museum,10135.0,Hold/Income Property,False
2696025011,17219 W LOS ALIMOS ST,RE9,11399.1,91344.0,34.1,32.06,-2.039999999999999,D,D,0.0,0.0,Highland Park,5572.0,Hold/Income Property,False
4431041008,1642 S CHASTAIN PKWY EAST,R1,8161.8,90272.0,33.47,31.02,-2.4499999999999993,D,D,,,,,Hold/Income Property,False
2649014011,10526 N ORION AVE,RS,8629.1,91345.0,33.66,31.64,-2.019999999999996,D,D,,,,,Hold/Income Property,False
2535024011,13178 W HOYT ST,R1,3553.6,91331.0,26.88,27.8,0.9200000000000017,D,D,0.0,0.0,Hollywood/Highland,13081.0,Hold/Income Property,False
6119020023,800 W 145TH ST,R1,5279.1,90247.0,30.85,29.53,-1.3200000000000003,D,D,0.0,0.0,San Pedro Street,6283.0,Hold/Income Property,False
5021010023,4213 S HARVARD BLVD,R1,5724.6,90062.0,31.41,29.97,-1.4400000000000013,D,D,0.0,0.0,Long Beach,51205.0,Hold/Income Property,False
4008022018,7019 S 3RD AVE,R1,6003.6,90043.0,31.75,30.25,-1.5,D,D,0.0,0.0,Sierra Madre Villa,40700.0,Hold/Income Property,False
7422027031,1575 N BAYPOINT AVE,R1,4976.5,90744.0,30.44,29.23,-1.2100000000000009,D,D,0.0,0.0,Pershing Square,5475.0,Hold/Income Property,False
2175019031,4938 N HOOD DR,RA,19615.8,91364.0,35.1,39.72,4.619999999999997,D,D,3.0,12.0,Wilshire/Western,1393.0,Hold/Income Property,False
7458008010,1056 W 10TH ST,RD1.5,5400.7,90731.0,42.2,40.15,-2.0500000000000043,D,D,0.0,0.0,Grand/LATTC,3655.0,Hold/Income Property,False
4409004006,1247 N VILLA WOODS DR,RE11,26585.3,90272.0,38.75,37.11,-1.6400000000000006,D,D,,,,,Hold/Income Property,False
5459010019,3228 W WELDON AVE,RD2,4802.7,90065.0,44.01,43.05,-0.9600000000000009,D,D,,,,,Hold/Income Property,False
2076003028,22932 W CASS AVE,R1,8141.9,91364.0,33.95,32.01,-1.9400000000000048,D,D,,,,,Hold/Income Property,False
5305032018,4558 E BERYL ST,RD3,6273.9,90032.0,47.84,54.02,6.18,D,C,3.0,12.0,Expo/Western,1187.0,Value-Add Investment,False
5527004014,7755 W WARING AVE,R2,4891.5,90046.0,33.73,40.39,6.660000000000004,D,D,3.0,12.0,Wilshire/Vermont,921.0,Hold/Income Property,False
4252017015,3578 S GREENFIELD AVE,R1,5962.9,90034.0,31.7,30.21,-1.4899999999999984,D,D,,,,,Hold/Income Property,False
4259039052,12004 W AYRES AVE,R1,4726.6,90064.0,29.82,28.98,-0.8399999999999999,D,D,,,,,Hold/Income Property,False
2747009083,21323 W MAYALL ST,RS,7352.5,91311.0,32.59,30.78,-1.8100000000000023,D,D,,,,,Hold/Income Property,False
4316010001,3116 S QUEENSBURY DR,R1V2,7535.0,90064.0,33.45,31.61,-1.8400000000000034,D,D,0.0,0.0,North Hollywood,33739.0,Hold/Income Property,False
5518010034,3921 W 1ST ST,R3,7321.2,90004.0,44.02,44.81,0.7899999999999991,D,D,,,,,Multi-Family Development,False
5455006037,1729 N KILBOURN ST,R1,4000.0,90065.0,28.0,28.25,0.25,D,D,0.0,0.0,North Hollywood,49281.0,Hold/Income Property,False
2647024013,9950 N OBECK AVE,RS,7457.4,91331.0,32.68,30.85,-1.8299999999999983,D,D,0.0,0.0,North Hollywood,39219.0,Hold/Income Property,False
2280006033,15737 W ROYAL RIDGE ROAD,RE15,30896.0,91403.0,38.75,35.89,-2.8599999999999994,D,D,0.0,0.0,San Pedro Street,5176.0,Hold/Income Property,False
7425012038,,R1,7545.1,,33.45,31.61,-1.8400000000000034,D,D,0.0,0.0,Highland Park,12500.0,Hold/Income Property,False
5570037003,3116 N NICHOLS CANYON ROAD,RE15,8193.1,90046.0,32.24,30.3,-1.9400000000000013,D,D,,,,,Hold/Income Property,False
5020013014,4158 S RAYMOND AVE,R2,6406.7,90037.0,35.76,35.91,0.14999999999999858,D,D,,,,,Hold/Income Property,False
7445017044,1130 W VIA FRANCISCA,R1,10177.3,90732.0,35.54,33.32,-2.219999999999999,D,D,0.0,0.0,Sierra Madre Villa,40018.0,Hold/Income Property,False
5116011022,1415 E 41ST PL,R2,4828.9,90011.0,33.57,34.33,0.759999999999998,D,D,,,,,Hold/Income Property,False
6031004026,329 W 74TH ST,R2,5608.3,90003.0,34.76,39.61,4.850000000000001,D,D,2.0,8.0,San Pedro,1789.0,Hold/Income Property,False
5023017029,4318 S 7TH AVE,R1,4435.3,90008.0,29.09,28.69,-0.3999999999999986,D,D,0.0,0.0,Sierra Madre Villa,48315.0,Hold/Income Property,False
4241011008,714 E MILWOOD AVE,R2,5400.9,90291.0,34.5,34.9,0.3999999999999986,D,D,0.0,0.0,Hollywood/Western,14326.0,Hold/Income Property,False
2078006006,22611 W FLAMINGO ST,RE15,10471.9,91364.0,33.87,31.69,-2.179999999999996,D,D,,,,,Hold/Income Property,False
6121013003,16932 S MERIT AVE,R1,5200.4,90247.0,30.75,29.45,-1.3000000000000007,D,D,0.0,0.0,Long Beach,54659.0,Hold/Income Property,False
2275029012,14315 W MULHOLLAND DR,RE15,8238.3,90077.0,32.28,30.33,-1.9500000000000028,D,D,,,,,Hold/Income Property,False
7423001006,637 N AVALON BLVD,C2,1824.6,90744.0,39.54,46.32,6.780000000000001,D,D,0.0,0.0,North Hollywood,42433.0,Commercial Development,False
7454027003,579 W 14TH ST,RD1.5,6753.0,90731.0,42.39,43.5,1.1099999999999994,D,D,1.0,5.0,Beverly/La Cienega,1778.0,Hold/Income Property,False
5006011017,5407 S 10TH AVE,R1,7500.4,90043.0,33.42,33.08,-0.3400000000000034,D,D,,,,,Hold/Income Property,False
5465005029,480 W AVENUE 45,R1,2953.9,90065.0,24.92,27.2,2.2799999999999976,D,D,0.0,0.0,Expo/Bundy,7214.0,Hold/Income Property,False
5054013005,2938 S RAYMOND AVE,R3,5327.5,90007.0,43.16,41.83,-1.3299999999999983,D,D,,,,,Multi-Family Development,False
4326015021,10674 W ROCHESTER AVE,R1,6500.1,90024.0,32.38,30.75,-1.6300000000000026,D,D,,,,,Hold/Income Property,False
2021005018,23022 W WINDOM ST,RS,7564.0,91307.0,32.77,30.93,-1.8400000000000034,D,D,,,,,Hold/Income Property,False
2378029006,3821 N BERRY DR,R1,7014.1,91604.0,31.51,29.76,-1.75,D,D,0.0,0.0,Hollywood/Highland,7134.0,Hold/Income Property,False
4494012012,701 N BONHILL ROAD,RA,26146.3,90049.0,37.7,42.38,4.68,D,D,4.0,15.0,Wilshire/Vermont,670.0,Hold/Income Property,False
2285005038,15815 W HIGH KNOLL ROAD,RE15,20236.7,91436.0,38.75,34.55,-4.200000000000003,D,D,0.0,0.0,Southwest Museum,8301.0,Hold/Income Property,False
5142012030,1614 1-12 W WILSHIRE BLVD,C4,6145.2,90017.0,49.68,54.15,4.469999999999999,D,C,,,,,Commercial Development,False
5523013016,627 N GOWER ST,R1R3,5621.7,90004.0,31.28,29.87,-1.4100000000000001,D,D,0.0,0.0,,,Hold/Income Property,False
5529023017,927 N LAUREL AVE,R1,6159.9,90046.0,30.45,27.91,-2.539999999999999,D,D,0.0,0.0,Expo/Vermont,6760.0,Hold/Income Property,False
2317001015,7750 N AGNES AVE,R1,6258.2,91605.0,32.07,30.51,-1.5599999999999987,D,D,0.0,0.0,Washington,5995.0,Hold/Income Property,False
5420033008,1540 W EWING ST,RD3,3374.1,90026.0,42.19,45.12,2.9299999999999997,D,D,,,,,Hold/Income Property,False
5153003034,428 3/4 S BURLINGTON AVE,R4,9089.5,90057.0,52.24,57.29,5.049999999999997,C,C,,,,,Multi-Family Development,False
5464015005,3726 E SAN RAFAEL AVE,R1,15351.7,90065.0,36.84,35.32,-1.5200000000000031,D,D,,,,,Hold/Income Property,False
6069010025,1629 E 111TH ST,R2,8617.7,90059.0,37.85,37.58,-0.2700000000000031,D,D,,,,,Hold/Income Property,False
2505008003,14712 W LAKESIDE ST,R1,7141.9,91342.0,33.12,31.34,-1.7799999999999976,D,D,0.0,0.0,Hollywood/Highland,10996.0,Hold/Income Property,False
5513002032,7114 W BEVERLY BLVD,C2,6000.0,90036.0,47.75,50.5,2.75,D,C,0.0,0.0,Sierra Madre Villa,40480.0,Commercial Development,False
2638025009,8338 N LULLABY LANE,R1,5987.7,91402.0,31.73,30.24,-1.490000000000002,D,D,0.0,0.0,Highland Park,17683.0,Hold/Income Property,False
2130022014,7012 N SHIRLEY AVE,R1,6037.3,91335.0,31.8,30.29,-1.5100000000000016,D,D,,,,,Hold/Income Property,False
5075008030,1325 S KENMORE AVE,R3,3315.0,90006.0,38.54,39.81,1.2700000000000031,D,D,0.0,0.0,North Hollywood,30705.0,Multi-Family Development,False
6017015021,1913 W 76TH ST,R1,6700.4,90047.0,32.63,30.95,-1.6800000000000033,D,D,0.0,0.0,North Hollywood,38637.0,Hold/Income Property,False
2362011003,13015 1/2 W MOORPARK ST,R3,6499.9,91604.0,44.12,42.0,-2.1199999999999974,D,D,0.0,0.0,Hollywood/Vine,7312.0,Multi-Family Development,False
5405001005,1446 W SUNSET BLVD,C2,6492.0,90026.0,49.86,53.49,3.6300000000000026,D,C,,,,,Commercial Development,False
4125003024,8311 S WINSFORD AVE,R2,5949.5,90045.0,35.19,35.45,0.2600000000000051,D,D,0.0,0.0,Vernon,4637.0,Hold/Income Property,False
6002025024,1429 W 62ND ST,R1,5352.9,90047.0,30.94,29.6,-1.3399999999999999,D,D,0.0,0.0,Long Beach,26957.0,Hold/Income Property,False
5477027043,633 N MILO TER,R1,4870.1,90042.0,30.18,29.12,-1.0599999999999987,D,D,0.0,0.0,Expo/La Cienega,7758.0,Hold/Income Property,False
4240014019,540 1/2 E SUNSET AVE,RD1.5,4800.2,90291.0,41.2,39.55,-1.6500000000000057,D,D,,,,,Hold/Income Property,False
5544007033,5449 A-D W HOLLYWOOD BLVD,C4,70287.4,90027.0,59.75,68.5,8.75,C,B,,,,,High-Value Development Site,False
4306006008,1468 S GLENVILLE DR,R1V2,6753.1,90035.0,32.69,31.0,-1.6899999999999977,D,D,0.0,0.0,Hollywood/Highland,9697.0,Hold/Income Property,False
2415024010,5748 N WILLOW CREST AVE,RD1.5,5590.7,91601.0,42.44,40.34,-2.0999999999999943,D,D,,,,,Hold/Income Property,False
2110001085,8235 1-38 N OWENSMOUTH AVE,R3,45399.8,91304.0,52.25,54.0,1.75,C,C,,,,,Large Multi-Family Development,False
5029005023,5172 W ORANGE PL,R1,9130.9,90008.0,34.78,32.67,-2.1099999999999994,D,D,,,,,Hold/Income Property,False
5533026120,806 N HUDSON AVE,R3,6815.2,90038.0,43.52,40.82,-2.700000000000003,D,D,,,,,Multi-Family Development,False
2210006008,14839 W LANARK ST,R1,5999.8,91402.0,31.75,30.25,-1.5,D,D,,,,,Hold/Income Property,False
2617004044,14024 W FILMORE ST,R1,7058.5,91331.0,33.05,31.29,-1.759999999999998,D,D,,,,,Hold/Income Property,False
4005011013,5950 S 8TH AVE,R1,4800.0,90043.0,30.0,29.05,-0.9499999999999993,D,D,,,,,Hold/Income Property,False
2786023014,18419 W CHASE ST,R1,6959.8,91325.0,32.95,31.21,-1.740000000000002,D,D,0.0,0.0,,,Hold/Income Property,False
2367012002,4152 N SHADYGLADE AVE,R1,6499.9,91604.0,31.87,29.75,-2.120000000000001,D,D,0.0,0.0,San Pedro Street,4585.0,Hold/Income Property,False
5154013002,2314 W 2ND ST,R3,3123.5,90057.0,38.06,39.62,1.5599999999999952,D,D,0.0,0.0,Expo/Bundy,18427.0,Multi-Family Development,False
5406010064,1454 W SCOTT AVE,RD2,2174.0,90026.0,38.12,40.42,2.3000000000000043,D,D,0.0,0.0,,,Hold/Income Property,False
5111007002,312 W 42ND ST,C2,2006.9,90037.0,39.84,46.51,6.669999999999995,D,D,,,,,Commercial Development,False
2335024015,6206 N BECK AVE,R3,6586.2,91606.0,44.23,42.09,-2.1399999999999935,D,D,0.0,0.0,Hollywood/Western,12345.0,Multi-Family Development,False
2503009011,13624 N FENTON AVE,RA,28734.7,91342.0,37.7,35.05,-2.6500000000000057,D,D,0.0,0.0,Long Beach,28017.0,Hold/Income Property,False
4332022004,1118 1-7 S BEDFORD ST,R3,6389.4,90035.0,42.99,40.39,-2.6000000000000014,D,D,0.0,0.0,Long Beach,27109.0,Multi-Family Development,False
5106007005,4508 S LONG BEACH AVE EAST,M2,6550.5,90058.0,44.69,44.8,0.10999999999999943,D,D,0.0,0.0,Firestone,4758.0,Hold/Income Property,False
5517005013,151 N OXFORD AVE,R4,7162.7,90004.0,50.64,54.93,4.289999999999999,C,C,,,,,Multi-Family Development,False
5103019002,984 E 55TH ST,R2,7077.7,90011.0,36.56,38.95,2.3900000000000006,D,D,,,,,Hold/Income Property,False
2616007004,11029 N LAUREL CANYON BLVD,R1,6359.6,91340.0,32.2,30.61,-1.5900000000000034,D,D,,,,,Hold/Income Property,False
5185008025,,C1,2800.0,,39.17,42.8,3.6299999999999955,D,D,0.0,0.0,Montecito Heights,4970.0,Hold/Income Property,False
7414012017,1627 N RONAN AVE,R1,4860.7,90744.0,30.15,29.11,-1.0399999999999991,D,D,0.0,0.0,,,Hold/Income Property,False
7459005001,1414 W 13TH ST,R1,4085.5,90732.0,28.21,28.34,0.129999999999999,D,D,,,,,Hold/Income Property,False
2649018005,10430 N PEACH AVE,RS,6871.2,91345.0,32.14,30.42,-1.7199999999999989,D,D,0.0,0.0,Maravilla,3338.0,Hold/Income Property,False
2510012038,13415 N ELDRIDGE AVE,R1,5045.6,91342.0,30.56,29.3,-1.259999999999998,D,D,,,,,Hold/Income Property,False
2582031026,14100 N BERMAX AVE,RE11,12750.1,91342.0,34.44,32.6,-1.8399999999999963,D,D,0.0,0.0,North Hollywood,40261.0,Hold/Income Property,False
5431016005,2183 N KENILWORTH AVE,R1,5043.4,90039.0,30.55,29.29,-1.2600000000000016,D,D,,,,,Hold/Income Property,False
4008003004,6564 S 3RD AVE,R1,4803.8,90043.0,30.01,29.05,-0.9600000000000009,D,D,,,,,Hold/Income Property,False
